Time,Angle,Distance,Robot_X,Robot_Y,Robot_Heading_deg,Centroid_X,Centroid_Y,ClusterSize,Velocity_cmd
1749039385.9724760056,5.40,0.334,0.000,0.000,0.00,0.333,0.031,117,0.400
1749039386.0727770329,5.40,0.334,0.000,0.000,0.00,0.332,0.031,117,0.000
1749039386.1730680466,5.40,0.333,0.002,0.000,0.29,0.334,0.033,118,0.135
1749039386.2733790874,5.40,0.332,0.010,0.000,1.32,0.339,0.039,122,0.056
1749039386.3737409115,5.40,0.332,0.022,0.000,2.06,0.351,0.043,125,0.094
1749039386.4741489887,5.40,0.333,0.034,0.001,2.35,0.364,0.046,130,0.079
1749039386.5745348930,5.22,0.329,0.045,0.001,2.46,0.371,0.045,133,0.046
1749039386.6748530865,3.06,0.320,0.054,0.002,2.35,0.373,0.032,137,0.024
1749039386.7751328945,2.16,0.311,0.063,0.002,2.23,0.373,0.026,140,0.020
1749039386.8754870892,-0.14,0.272,0.068,0.002,2.12,0.339,0.011,-1,0.020
1749039386.8755199909,1.62,0.297,0.068,0.002,2.12,0.364,0.021,-1,0.000
1749039386.9758028984,2.04,0.272,0.071,0.003,2.06,0.342,0.022,-1,0.000
1749039386.9758350849,1.44,0.287,0.071,0.003,2.06,0.358,0.021,-1,0.012
1749039387.0761859417,1.98,0.272,0.071,0.003,2.06,0.342,0.022,-1,0.012
1749039387.0762150288,1.80,0.278,0.071,0.003,2.06,0.349,0.022,-1,0.000
1749039387.1764760017,1.98,0.272,0.071,0.003,2.06,0.342,0.022,-1,0.000
1749039387.1765060425,1.98,0.272,0.071,0.003,2.06,0.342,0.022,-1,0.002
1749039387.2767729759,1.98,0.272,0.071,0.003,2.06,0.342,0.022,-1,0.002
1749039387.2768089771,-0.14,0.272,0.071,0.003,2.06,0.342,0.012,-1,0.037
1749039387.3772180080,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039387.4443099499,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039387.5372080803,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039387.6398499012,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039387.7426218987,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039387.8453969955,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039387.9382889271,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.0411200523,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.1446359158,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.2473080158,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.3402121067,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.4431710243,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.5461449623,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.6491029263,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.7419910431,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039388.8448870182,2.04,0.272,0.129,0.004,1.20,0.400,0.019,137,0.018
1749039388.9477579594,1.98,0.272,0.133,0.004,1.15,0.404,0.019,136,0.023
1749039389.0508489609,1.98,0.272,0.136,0.004,1.09,0.407,0.019,132,0.019
1749039389.1512119770,1.98,0.272,0.137,0.004,1.20,0.408,0.019,130,0.020
1749039389.2515358925,2.16,0.273,0.138,0.004,1.32,0.410,0.021,129,0.028
1749039389.3520619869,1.98,0.280,0.138,0.004,1.32,0.418,0.020,127,0.070
1749039389.4523630142,1.98,0.291,0.138,0.004,1.38,0.428,0.021,127,0.079
1749039389.5526549816,1.62,0.294,0.140,0.004,1.72,0.433,0.021,127,0.034
1749039389.6530160904,1.08,0.299,0.146,0.004,1.89,0.445,0.020,130,0.073
1749039389.7532989979,1.08,0.303,0.155,0.005,1.89,0.457,0.021,132,0.054
1749039389.8535940647,1.08,0.305,0.165,0.005,1.78,0.470,0.020,135,0.057
1749039389.9539639950,0.36,0.305,0.173,0.005,1.78,0.478,0.016,138,0.043
1749039390.0542719364,-0.18,0.298,0.180,0.006,1.78,0.478,0.014,139,0.005
1749039390.1545960903,-0.07,0.275,0.187,0.006,1.78,0.462,0.014,-1,0.005
1749039390.1546320915,-0.18,0.291,0.187,0.006,1.78,0.478,0.014,-1,0.010
1749039390.2549479008,-0.42,0.275,0.191,0.006,1.83,0.466,0.013,-1,0.010
1749039390.2549750805,0.00,0.284,0.191,0.006,1.83,0.475,0.015,-1,0.003
1749039390.3552429676,-0.30,0.275,0.193,0.006,1.78,0.468,0.013,-1,0.003
1749039390.3552770615,-0.18,0.279,0.193,0.006,1.78,0.472,0.014,-1,0.013
1749039390.4555859566,-0.25,0.275,0.194,0.006,1.66,0.469,0.013,-1,0.013
1749039390.4556210041,-0.36,0.275,0.194,0.006,1.66,0.469,0.012,-1,0.009
1749039390.5559020042,-0.07,0.275,0.194,0.006,1.66,0.469,0.014,139,0.032
1749039390.6562280655,-0.42,0.275,0.194,0.006,1.66,0.469,0.012,139,0.021
1749039390.7566380501,-0.30,0.275,0.195,0.006,1.66,0.470,0.013,139,0.024
1749039390.8569378853,-0.25,0.275,0.196,0.006,1.72,0.471,0.013,139,0.022
1749039390.9573040009,-0.36,0.274,0.197,0.006,1.66,0.471,0.012,138,0.020
1749039391.0575890541,-0.36,0.275,0.198,0.006,1.78,0.473,0.013,138,0.031
1749039391.1579248905,-0.36,0.275,0.199,0.006,1.78,0.474,0.013,137,0.020
1749039391.2582850456,-0.72,0.277,0.201,0.006,1.55,0.478,0.010,138,0.034
1749039391.3585629463,-0.54,0.278,0.204,0.006,1.60,0.482,0.011,138,0.026
1749039391.4589259624,-0.54,0.279,0.207,0.006,1.43,0.486,0.010,138,0.035
1749039391.5592529774,-0.72,0.279,0.211,0.006,1.38,0.490,0.009,139,0.021
1749039391.6596090794,-0.54,0.278,0.214,0.007,1.32,0.492,0.011,139,0.024
1749039391.7598640919,-0.54,0.278,0.216,0.007,1.38,0.494,0.011,140,0.023
1749039391.8601601124,-0.18,0.277,0.217,0.007,1.49,0.494,0.013,139,0.019
1749039391.9605329037,-0.36,0.276,0.217,0.007,1.55,0.493,0.013,139,0.023
1749039392.0609140396,-0.36,0.275,0.217,0.007,1.72,0.492,0.014,138,0.014
1749039392.1612870693,-0.54,0.274,0.219,0.007,1.83,0.493,0.013,138,0.024
1749039392.2616529465,-0.72,0.275,0.223,0.007,1.89,0.498,0.013,139,0.028
1749039392.3621430397,-0.72,0.276,0.226,0.007,1.89,0.502,0.013,138,0.029
1749039392.4624340534,-1.26,0.278,0.229,0.007,1.95,0.507,0.010,139,0.031
1749039392.5627219677,-1.62,0.278,0.232,0.007,1.95,0.510,0.009,139,0.022
1749039392.6629951000,-1.44,0.276,0.235,0.007,1.89,0.511,0.009,140,0.016
1749039392.7632110119,-1.62,0.276,0.239,0.007,1.83,0.515,0.008,140,0.026
1749039392.8635900021,-1.79,0.271,0.242,0.007,1.83,0.513,0.007,-1,0.026
1749039392.8636240959,-1.80,0.274,0.242,0.007,1.83,0.516,0.007,-1,0.006
1749039392.9638850689,-1.68,0.271,0.243,0.007,1.89,0.514,0.008,-1,0.006
1749039392.9639170170,-1.80,0.274,0.243,0.007,1.89,0.517,0.007,-1,0.027
1749039393.0642609596,-1.62,0.273,0.246,0.008,1.72,0.519,0.008,140,0.014
1749039393.1644809246,-1.45,0.270,0.249,0.008,1.72,0.519,0.009,-1,0.014
