Time,Angle,Distance,Robot_X,Robot_Y,Robot_Heading_deg,Centroid_X,Centroid_Y,ClusterSize,Velocity_cmd
1749039386.4564549923,3.24,0.372,0.000,0.000,0.00,0.372,0.021,101,0.400
1749039386.5566470623,3.24,0.372,0.000,0.000,0.00,0.372,0.021,99,0.000
1749039386.6568439007,3.42,0.382,0.004,0.000,0.17,0.385,0.024,98,0.224
1749039386.7569870949,3.42,0.393,0.026,0.000,0.52,0.418,0.027,98,0.152
1749039386.8571739197,3.60,0.404,0.046,0.001,1.60,0.449,0.038,102,0.192
1749039386.9573628902,3.60,0.416,0.063,0.001,1.89,0.477,0.041,105,0.191
1749039387.0575571060,3.42,0.410,0.080,0.002,1.95,0.488,0.040,108,0.082
1749039387.1577448845,3.42,0.402,0.098,0.002,2.01,0.499,0.040,113,0.114
1749039387.2579319477,2.70,0.387,0.117,0.003,1.89,0.503,0.034,117,0.047
1749039387.3580849171,2.88,0.375,0.129,0.003,1.83,0.502,0.034,123,0.075
1749039387.4582269192,2.70,0.359,0.135,0.004,1.89,0.492,0.033,126,0.027
1749039387.5584120750,2.88,0.342,0.141,0.004,1.83,0.481,0.032,128,0.023
1749039387.6586370468,2.88,0.324,0.147,0.004,1.89,0.469,0.031,130,0.000
1749039387.7589399815,3.24,0.314,0.151,0.004,1.95,0.464,0.032,130,0.048
1749039387.8590939045,3.42,0.309,0.152,0.004,2.01,0.459,0.033,129,0.037
1749039387.9592740536,3.42,0.304,0.153,0.004,2.01,0.455,0.033,127,0.034
1749039388.0594460964,3.42,0.301,0.156,0.004,2.01,0.456,0.032,127,0.046
1749039388.1596939564,3.42,0.302,0.162,0.004,2.06,0.462,0.033,127,0.053
1749039388.2598841190,3.24,0.306,0.165,0.005,2.06,0.470,0.033,127,0.078
1749039388.3600640297,3.24,0.312,0.169,0.005,2.12,0.480,0.034,127,0.079
1749039388.4602200985,3.24,0.311,0.175,0.005,2.23,0.485,0.035,127,0.039
1749039388.5604019165,3.24,0.310,0.183,0.005,2.29,0.492,0.035,127,0.053
1749039388.6605861187,3.24,0.310,0.192,0.006,2.41,0.501,0.037,129,0.055
1749039388.7608160973,3.24,0.310,0.198,0.006,2.41,0.507,0.037,131,0.056
1749039388.8610579967,3.24,0.309,0.201,0.006,2.46,0.509,0.037,131,0.044
1749039388.9613509178,3.24,0.305,0.205,0.006,2.46,0.509,0.036,131,0.031
1749039389.0615301132,3.24,0.301,0.211,0.006,2.58,0.510,0.037,131,0.030
1749039389.1617410183,3.24,0.300,0.216,0.007,2.86,0.515,0.039,132,0.051
1749039389.2619369030,3.24,0.300,0.219,0.007,2.92,0.517,0.039,133,0.044
1749039389.3621890545,3.24,0.300,0.222,0.007,2.98,0.520,0.039,134,0.045
1749039389.4624149799,3.24,0.298,0.227,0.007,3.09,0.523,0.040,134,0.033
1749039389.5626220703,3.06,0.296,0.231,0.007,3.21,0.525,0.039,137,0.038
1749039389.6628370285,2.88,0.293,0.236,0.008,3.21,0.528,0.039,138,0.024
1749039389.7630300522,2.70,0.290,0.240,0.008,3.32,0.528,0.038,136,0.024
1749039389.8632171154,2.70,0.286,0.243,0.008,3.38,0.528,0.038,134,0.019
1749039389.9634180069,2.52,0.282,0.246,0.008,3.38,0.526,0.037,131,0.011
1749039390.0635619164,2.34,0.282,0.248,0.008,3.38,0.528,0.036,129,0.039
1749039390.1638200283,2.34,0.287,0.250,0.009,3.38,0.535,0.038,128,0.059
1749039390.2640969753,2.34,0.293,0.251,0.009,3.44,0.543,0.039,127,0.067
1749039390.3642919064,2.52,0.299,0.254,0.009,3.50,0.551,0.040,127,0.063
1749039390.4645049572,2.52,0.305,0.260,0.009,3.50,0.564,0.041,127,0.078
1749039390.5647120476,2.70,0.310,0.268,0.010,3.67,0.576,0.044,129,0.063
1749039390.6649160385,2.52,0.313,0.275,0.010,3.61,0.586,0.043,132,0.067
1749039390.7651228905,2.52,0.312,0.282,0.011,3.61,0.592,0.044,134,0.044
1749039390.8652870655,2.52,0.307,0.289,0.011,3.50,0.594,0.043,136,0.025
