Time,Angle,Distance,Robot_X,Robot_Y,Robot_Heading_deg,Centroid_X,Centroid_Y,ClusterSize,Velocity_cmd
1749039064.1874620914,1.26,0.362,0.000,0.000,0.00,0.362,0.008,110,0.400
1749039064.2878360748,1.26,0.364,0.000,0.000,0.00,0.363,0.008,110,0.000
1749039064.3881659508,1.26,0.362,0.003,0.000,0.17,0.365,0.009,110,0.136
1749039064.4884529114,1.26,0.362,0.012,0.000,0.57,0.374,0.012,110,0.093
1749039064.5887660980,1.26,0.363,0.022,0.000,1.20,0.384,0.016,114,0.107
1749039064.6891179085,1.26,0.363,0.032,0.000,1.32,0.394,0.016,117,0.102
1749039064.7894899845,1.26,0.360,0.042,0.001,1.20,0.402,0.016,119,0.083
1749039064.8898890018,0.90,0.351,0.052,0.001,1.15,0.403,0.014,122,0.046
1749039064.9902100563,-0.18,0.341,0.063,0.001,1.15,0.404,0.007,125,0.048
1749039065.0905590057,-0.72,0.333,0.071,0.001,1.15,0.404,0.003,128,0.048
1749039065.1908791065,-1.08,0.323,0.077,0.001,1.15,0.400,0.001,132,0.022
1749039065.2912549973,-0.90,0.313,0.082,0.001,1.03,0.395,0.002,133,0.027
1749039065.3916459084,-1.08,0.305,0.086,0.002,1.03,0.391,0.002,135,0.019
1749039065.4919450283,-1.26,0.298,0.089,0.002,1.03,0.387,0.001,137,0.021
1749039065.5922939777,-1.26,0.293,0.091,0.002,0.97,0.384,0.001,137,0.029
1749039065.6925790310,-1.44,0.288,0.093,0.002,0.97,0.381,-0.000,138,0.015
1749039065.7928979397,-1.44,0.285,0.094,0.002,0.97,0.379,-0.000,139,0.028
1749039065.8932459354,-1.44,0.283,0.096,0.002,0.97,0.379,-0.000,139,0.019
1749039065.9936161041,-1.44,0.280,0.099,0.002,0.92,0.379,-0.001,140,0.022
1749039066.0939691067,-2.18,0.273,0.101,0.002,0.92,0.374,-0.004,-1,0.022
1749039066.0940079689,-1.26,0.279,0.101,0.002,0.92,0.380,0.000,-1,0.023
1749039066.1943581104,-1.26,0.273,0.103,0.002,0.92,0.376,0.000,-1,0.023
1749039066.1944019794,-1.44,0.279,0.103,0.002,0.92,0.382,-0.001,-1,0.026
1749039066.2947599888,-1.20,0.273,0.106,0.002,0.86,0.379,0.000,-1,0.026
1749039066.2947950363,-1.44,0.275,0.106,0.002,0.86,0.381,-0.001,-1,0.001
1749039066.3951940536,-1.20,0.273,0.108,0.002,0.80,0.381,0.000,-1,0.001
1749039066.3952341080,-1.26,0.273,0.108,0.002,0.80,0.381,-0.000,-1,0.024
1749039066.4955620766,-1.26,0.273,0.111,0.002,0.80,0.384,-0.000,-1,0.024
1749039066.4955959320,-2.18,0.273,0.111,0.002,0.80,0.384,-0.005,-1,0.022
1749039066.5959870815,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.6303460598,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.7338769436,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.8378999233,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.9312579632,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
