Time,Angle,Distance,Robot_X,Robot_Y,Robot_Heading_deg,Centroid_X,Centroid_Y,ClusterSize,Velocity_cmd
1749038160.2044100761,-1.44,0.560,0.000,0.000,0.00,0.560,-0.014,74,0.400
1749038160.3046560287,-1.44,0.563,0.002,0.000,0.11,0.565,-0.013,74,0.000
1749038160.4048700333,-1.44,0.567,0.007,0.000,0.11,0.574,-0.013,73,0.298
1749038160.5051240921,-1.62,0.570,0.031,0.000,0.23,0.601,-0.014,74,0.235
1749038160.6053268909,-1.62,0.569,0.051,0.000,0.80,0.620,-0.008,78,0.269
1749038160.7055449486,-1.62,0.569,0.076,0.001,0.74,0.645,-0.008,82,0.279
1749038160.8057799339,-1.44,0.554,0.103,0.001,0.57,0.657,-0.007,84,0.183
1749038160.9059979916,-1.62,0.540,0.131,0.001,0.46,0.671,-0.010,88,0.219
1749038161.0062229633,-1.62,0.523,0.159,0.001,0.40,0.682,-0.010,92,0.167
1749038161.1064479351,-1.26,0.502,0.179,0.002,0.29,0.681,-0.007,96,0.147
1749038161.2066481113,-1.26,0.482,0.198,0.002,0.17,0.680,-0.007,99,0.141
1749038161.3068759441,-0.90,0.457,0.216,0.002,0.06,0.673,-0.005,103,0.086
1749038161.4070830345,-0.54,0.435,0.231,0.002,-0.06,0.666,-0.003,106,0.096
1749038161.5073139668,-0.54,0.419,0.244,0.002,-0.06,0.663,-0.002,109,0.105
1749038161.6075379848,-0.36,0.403,0.253,0.002,0.00,0.656,-0.001,112,0.082
1749038161.7077629566,-0.36,0.386,0.262,0.002,0.00,0.648,-0.000,113,0.061
1749038161.8079528809,-0.18,0.373,0.272,0.002,-0.06,0.645,0.000,115,0.071
1749038161.9081370831,0.00,0.362,0.282,0.002,-0.06,0.644,0.002,118,0.069
1749038162.0083940029,0.18,0.358,0.288,0.002,-0.06,0.646,0.003,120,0.096
1749038162.1085789204,0.00,0.352,0.294,0.002,-0.06,0.646,0.002,121,0.065
1749038162.2089018822,0.00,0.345,0.301,0.002,0.00,0.646,0.002,122,0.066
