time_unix,x,y,heading,velocity_cmd
1749038226.331867,2.029,2.147,-3.063,0.000
1749038226.530785,1.946,2.139,-3.042,0.000
1749038226.631296,1.905,2.135,-3.036,0.000
1749038226.829448,1.825,2.127,-3.037,0.000
1749038226.929277,1.785,2.123,-3.048,0.000
1749038227.128423,1.703,2.116,-3.074,0.000
1749038227.227735,1.663,2.114,-3.086,0.000
1749038227.427426,1.580,2.110,-3.107,0.000
1749038227.626666,1.500,2.107,-3.106,0.000
1749038227.726306,1.459,2.106,-3.098,0.000
1749038227.825833,1.419,2.104,-3.085,0.000
1749038228.024650,1.337,2.098,-3.062,0.000
1749038228.224114,1.255,2.091,-3.044,0.000
1749038228.423119,1.174,2.082,-3.041,0.000
1749038228.522847,1.154,2.081,-3.064,0.000
1749038228.721430,1.153,2.081,-3.032,0.000
1749038228.821222,1.154,2.081,-3.030,0.000
1749038229.020534,1.155,2.081,-3.030,0.000
1749038229.119999,1.156,2.081,-3.030,0.000
1749038229.318974,1.156,2.081,-3.030,0.000
1749038229.418544,1.156,2.081,-3.030,0.000
1749038229.618043,1.157,2.081,-3.030,0.000
1749038229.717763,1.157,2.081,-3.031,0.000
1749038229.916865,1.157,2.081,-3.032,0.000
1749038230.215999,1.158,2.081,-3.033,0.000
1749038230.414874,1.158,2.081,-3.034,0.000
1749038230.514656,1.158,2.081,-3.035,0.000
1749038230.714177,1.158,2.081,-3.036,0.000
1749038230.813373,1.158,2.081,-3.035,0.000
1749038231.012403,1.158,2.081,-3.036,0.000
1749038231.111884,1.158,2.081,-3.036,0.000
1749038231.311183,1.158,2.081,-3.036,0.000
1749038231.410990,1.158,2.081,-3.036,0.000
1749038231.610226,1.158,2.081,-3.036,0.000
1749038231.709615,1.158,2.081,-3.036,0.000
1749038231.909173,1.158,2.081,-3.036,0.000
1749038232.008619,1.158,2.081,-3.036,0.000
1749038232.207670,1.158,2.081,-3.036,0.000
1749038232.307472,1.158,2.081,-3.036,0.000
1749038232.506829,1.158,2.081,-3.036,0.000
1749038232.606204,1.158,2.081,-3.036,0.000
1749038232.805526,1.158,2.081,-3.036,0.000
