Time,v_l,v_r,u0,u1,u2,e0,e1,e2
1749039398.3803019524,0.266,0.256,0.261,0.261,0.290,0.303,0.303,0.303
1749039398.4804999828,0.303,0.291,0.297,0.297,0.261,0.306,0.306,0.303
1749039398.5807089806,0.295,0.282,0.288,0.288,0.297,0.309,0.309,0.306
1749039398.6809370518,0.277,0.265,0.271,0.271,0.288,0.309,0.309,0.309
1749039398.7811329365,0.311,0.297,0.304,0.304,0.271,0.312,0.312,0.309
1749039398.8813478947,0.273,0.261,0.267,0.267,0.304,0.311,0.311,0.312
1749039398.9816179276,0.298,0.287,0.292,0.292,0.267,0.312,0.312,0.311
1749039399.0818829536,0.278,0.268,0.273,0.273,0.292,0.311,0.311,0.312
1749039399.1820569038,0.302,0.292,0.297,0.297,0.273,0.313,0.313,0.311
1749039399.2822299004,0.243,0.236,0.240,0.240,0.297,0.308,0.308,0.313
1749039399.3824229240,0.281,0.274,0.278,0.278,0.240,0.305,0.305,0.308
1749039399.4826440811,0.278,0.273,0.276,0.276,0.278,0.305,0.305,0.305
1749039399.5828349590,0.265,0.261,0.263,0.263,0.276,0.303,0.303,0.305
1749039399.6830420494,0.291,0.290,0.290,0.290,0.263,0.304,0.304,0.303
1749039399.7832810879,0.264,0.264,0.264,0.264,0.290,0.304,0.304,0.304
1749039399.8834729195,0.276,0.278,0.277,0.277,0.264,0.303,0.303,0.304
1749039399.9836709499,0.280,0.283,0.282,0.282,0.277,0.304,0.304,0.303
1749039400.0838999748,0.301,0.307,0.304,0.304,0.282,0.309,0.309,0.304
1749039400.1841449738,0.254,0.261,0.258,0.258,0.304,0.308,0.308,0.309
1749039400.2843699455,0.276,0.286,0.281,0.281,0.258,0.307,0.307,0.308
1749039400.3845241070,0.265,0.276,0.271,0.271,0.281,0.306,0.306,0.307
1749039400.4847230911,0.274,0.287,0.280,0.280,0.271,0.306,0.306,0.306
1749039400.5849330425,0.243,0.256,0.250,0.250,0.280,0.302,0.302,0.306
1749039400.6851310730,0.281,0.297,0.289,0.289,0.250,0.303,0.303,0.302
1749039400.7853190899,0.227,0.240,0.234,0.234,0.289,0.298,0.298,0.303
1749039400.8854610920,0.238,0.254,0.246,0.246,0.234,0.292,0.292,0.298
1749039400.9855959415,0.246,0.263,0.254,0.254,0.246,0.289,0.289,0.292
1749039401.0857849121,0.274,0.293,0.284,0.284,0.254,0.291,0.291,0.289
1749039401.1860270500,0.229,0.244,0.236,0.236,0.284,0.288,0.288,0.291
1749039401.2862379551,0.267,0.285,0.276,0.276,0.236,0.289,0.289,0.288
1749039401.3863990307,0.215,0.229,0.222,0.222,0.276,0.284,0.284,0.289
1749039401.4865601063,0.245,0.259,0.252,0.252,0.222,0.281,0.281,0.284
1749039401.5867049694,0.241,0.253,0.247,0.247,0.252,0.279,0.279,0.281
1749039401.6868638992,0.267,0.280,0.273,0.273,0.247,0.282,0.282,0.279
1749039401.7870290279,0.237,0.247,0.242,0.242,0.273,0.281,0.281,0.282
1749039401.8872458935,0.240,0.249,0.244,0.244,0.242,0.279,0.279,0.281
1749039401.9874579906,0.236,0.244,0.240,0.240,0.244,0.276,0.276,0.279
1749039402.0877089500,0.237,0.243,0.240,0.240,0.240,0.274,0.274,0.276
1749039402.1879570484,0.257,0.263,0.260,0.260,0.240,0.275,0.275,0.274
1749039402.2881810665,0.249,0.253,0.251,0.251,0.260,0.276,0.276,0.275
1749039402.3883929253,0.236,0.239,0.238,0.238,0.251,0.274,0.274,0.276
1749039402.4885549545,0.246,0.248,0.247,0.247,0.238,0.273,0.273,0.274
1749039402.5887320042,0.239,0.242,0.240,0.240,0.247,0.272,0.272,0.273
1749039402.6889369488,0.237,0.239,0.238,0.238,0.240,0.271,0.271,0.272
1749039402.7891390324,0.249,0.252,0.250,0.250,0.238,0.271,0.271,0.271
1749039402.8893508911,0.246,0.248,0.247,0.247,0.250,0.271,0.271,0.271
1749039402.9895598888,0.220,0.223,0.222,0.222,0.247,0.268,0.268,0.271
1749039403.0897500515,0.210,0.214,0.212,0.212,0.222,0.262,0.262,0.268
1749039403.1899089813,0.254,0.260,0.257,0.257,0.212,0.263,0.263,0.262
1749039403.2900609970,0.193,0.199,0.196,0.196,0.257,0.258,0.258,0.263
1749039403.3902950287,0.258,0.268,0.263,0.263,0.196,0.259,0.259,0.258
1749039403.4905021191,0.202,0.212,0.207,0.207,0.263,0.257,0.257,0.259
1749039403.5906989574,0.231,0.246,0.239,0.239,0.207,0.256,0.256,0.257
1749039403.6908628941,0.206,0.221,0.213,0.213,0.239,0.254,0.254,0.256
1749039403.7910110950,0.249,0.271,0.260,0.260,0.213,0.257,0.257,0.254
1749039403.8912019730,0.221,0.245,0.233,0.233,0.260,0.259,0.259,0.257
1749039403.9913930893,0.238,0.267,0.252,0.252,0.233,0.261,0.261,0.259
1749039404.0915579796,0.222,0.253,0.237,0.237,0.252,0.263,0.263,0.261
1749039404.1917090416,0.213,0.257,0.235,0.235,0.237,0.263,0.263,0.263
1749039404.2918539047,0.222,0.273,0.248,0.248,0.235,0.264,0.264,0.263
1749039404.3920390606,0.239,0.297,0.268,0.268,0.248,0.269,0.269,0.264
1749039404.4922120571,0.202,0.256,0.229,0.229,0.268,0.269,0.269,0.269
1749039404.5924000740,0.209,0.268,0.238,0.238,0.229,0.267,0.267,0.269
1749039404.6925570965,0.218,0.284,0.251,0.251,0.238,0.268,0.268,0.267
1749039404.7927510738,0.227,0.302,0.265,0.265,0.251,0.272,0.272,0.268
1749039404.8929851055,0.253,0.344,0.298,0.298,0.265,0.281,0.281,0.272
1749039404.9933099747,0.232,0.322,0.277,0.277,0.298,0.288,0.288,0.281
1749039405.0934979916,0.170,0.236,0.203,0.203,0.277,0.281,0.281,0.288
1749039405.1937260628,0.212,0.295,0.254,0.254,0.203,0.278,0.278,0.281
1749039405.2939469814,0.205,0.286,0.245,0.245,0.254,0.277,0.277,0.278
1749039405.3941299915,0.216,0.303,0.260,0.260,0.245,0.278,0.278,0.277
1749039405.4942820072,0.253,0.356,0.305,0.305,0.260,0.286,0.286,0.278
1749039405.5944778919,0.161,0.227,0.194,0.194,0.305,0.280,0.280,0.286
1749039405.6946349144,0.209,0.294,0.251,0.251,0.194,0.276,0.276,0.280
1749039405.7951149940,0.080,0.111,0.095,0.095,0.251,0.253,0.253,0.276
1749039405.8952679634,0.332,0.468,0.400,0.400,0.095,0.270,0.270,0.253
1749039405.9954481125,0.202,0.285,0.244,0.244,0.400,0.280,0.280,0.270
1749039406.0956740379,0.147,0.206,0.177,0.177,0.244,0.269,0.269,0.280
1749039406.1959819794,0.230,0.322,0.276,0.276,0.177,0.270,0.270,0.269
1749039406.2961668968,0.133,0.185,0.159,0.159,0.276,0.260,0.260,0.270
1749039406.3964369297,0.227,0.313,0.270,0.270,0.159,0.259,0.259,0.260
1749039406.4965999126,0.206,0.283,0.245,0.245,0.270,0.262,0.262,0.259
1749039406.5968019962,0.247,0.339,0.293,0.293,0.245,0.271,0.271,0.262
1749039406.6970169544,0.252,0.346,0.299,0.299,0.293,0.282,0.282,0.271
1749039406.7971661091,0.091,0.123,0.107,0.107,0.299,0.264,0.264,0.282
1749039406.8973119259,0.268,0.359,0.314,0.314,0.107,0.267,0.267,0.264
1749039406.9975121021,0.253,0.339,0.296,0.296,0.314,0.279,0.279,0.267
1749039407.0976819992,0.227,0.302,0.264,0.264,0.296,0.284,0.284,0.279
1749039407.1978490353,0.271,0.360,0.315,0.315,0.264,0.293,0.293,0.284
1749039407.2980420589,0.222,0.292,0.257,0.257,0.315,0.296,0.296,0.293
1749039407.3982529640,0.220,0.285,0.253,0.253,0.257,0.294,0.294,0.296
1749039407.4984879494,0.229,0.292,0.260,0.260,0.253,0.293,0.293,0.294
1749039407.5986731052,0.267,0.343,0.305,0.305,0.260,0.298,0.298,0.293
1749039407.6988499165,0.286,0.368,0.327,0.327,0.305,0.309,0.309,0.298
1749039407.7991089821,0.220,0.282,0.251,0.251,0.327,0.309,0.309,0.309
1749039407.8993821144,0.222,0.284,0.253,0.253,0.251,0.303,0.303,0.309
1749039407.9995551109,0.245,0.310,0.277,0.277,0.253,0.302,0.302,0.303
1749039408.0997951031,0.257,0.320,0.288,0.288,0.277,0.305,0.305,0.302
1749039408.2000050545,0.272,0.336,0.304,0.304,0.288,0.310,0.310,0.305
1749039408.3002130985,0.264,0.320,0.292,0.292,0.304,0.313,0.313,0.310
1749039408.4004030228,0.253,0.303,0.278,0.278,0.292,0.313,0.313,0.313
1749039408.5005869865,0.235,0.280,0.257,0.257,0.278,0.309,0.309,0.313
1749039408.6008288860,0.258,0.305,0.281,0.281,0.257,0.308,0.308,0.309
1749039408.7010710239,0.285,0.334,0.310,0.310,0.281,0.313,0.313,0.308
1749039408.8013041019,0.286,0.332,0.309,0.309,0.310,0.318,0.318,0.313
1749039408.9015109539,0.259,0.297,0.278,0.278,0.309,0.318,0.318,0.318
1749039409.0017399788,0.289,0.328,0.308,0.308,0.278,0.321,0.321,0.318
1749039409.1019930840,0.229,0.257,0.243,0.243,0.308,0.316,0.316,0.321
1749039409.2021749020,0.309,0.341,0.325,0.325,0.243,0.319,0.319,0.316
1749039409.3024170399,0.271,0.295,0.283,0.283,0.325,0.320,0.320,0.319
1749039409.4026250839,0.296,0.318,0.307,0.307,0.283,0.322,0.322,0.320
1749039409.5028231144,0.278,0.295,0.286,0.286,0.307,0.323,0.323,0.322
1749039409.6030778885,0.287,0.301,0.294,0.294,0.286,0.323,0.323,0.323
1749039409.7032580376,0.288,0.298,0.293,0.293,0.294,0.323,0.323,0.323
1749039409.8034939766,0.304,0.311,0.307,0.307,0.293,0.325,0.325,0.323
1749039409.9037189484,0.323,0.327,0.325,0.325,0.307,0.331,0.331,0.325
1749039410.0039520264,0.266,0.267,0.267,0.267,0.325,0.328,0.328,0.331
1749039410.1041750908,0.312,0.309,0.310,0.310,0.267,0.328,0.328,0.328
1749039410.2044498920,0.286,0.281,0.283,0.283,0.310,0.327,0.327,0.328
1749039410.3046650887,0.319,0.311,0.315,0.315,0.283,0.329,0.329,0.327
1749039410.4049139023,0.314,0.305,0.309,0.309,0.315,0.332,0.332,0.329
1749039410.5050709248,0.311,0.301,0.306,0.306,0.309,0.333,0.333,0.332
1749039410.6052789688,0.282,0.272,0.277,0.277,0.306,0.330,0.330,0.333
1749039410.7054710388,0.316,0.304,0.310,0.310,0.277,0.331,0.331,0.330
1749039410.8056960106,0.278,0.267,0.272,0.272,0.310,0.327,0.327,0.331
1749039410.9058480263,0.344,0.331,0.338,0.338,0.272,0.332,0.332,0.327
1749039411.0060300827,0.302,0.291,0.297,0.297,0.338,0.334,0.334,0.332
1749039411.1062629223,0.302,0.292,0.297,0.297,0.297,0.333,0.333,0.334
1749039411.2064518929,0.323,0.315,0.319,0.319,0.297,0.335,0.335,0.333
1749039411.3066289425,0.324,0.314,0.319,0.319,0.319,0.339,0.339,0.335
1749039411.4068078995,0.279,0.274,0.277,0.277,0.319,0.335,0.335,0.339
1749039411.5069699287,0.317,0.315,0.316,0.316,0.277,0.336,0.336,0.335
1749039411.6071689129,0.299,0.302,0.301,0.301,0.316,0.336,0.336,0.336
1749039411.7073130608,0.290,0.297,0.294,0.294,0.301,0.334,0.334,0.336
1749039411.8074829578,0.278,0.289,0.284,0.284,0.294,0.331,0.331,0.334
1749039411.9076359272,0.290,0.306,0.298,0.298,0.284,0.329,0.329,0.331
1749039412.0078361034,0.280,0.300,0.290,0.290,0.298,0.328,0.328,0.329
1749039412.1080369949,0.289,0.315,0.302,0.302,0.290,0.328,0.328,0.328
1749039412.2082240582,0.253,0.281,0.267,0.267,0.302,0.324,0.324,0.328
1749039412.3084039688,0.270,0.305,0.287,0.287,0.267,0.321,0.321,0.324
1749039412.4085600376,0.292,0.348,0.320,0.320,0.287,0.325,0.325,0.321
1749039412.5087978840,0.239,0.289,0.264,0.264,0.320,0.322,0.322,0.325
1749039412.6089780331,0.273,0.334,0.304,0.304,0.264,0.322,0.322,0.322
1749039412.7091751099,0.272,0.337,0.305,0.305,0.304,0.325,0.325,0.322
1749039412.8093259335,0.247,0.309,0.278,0.278,0.305,0.323,0.323,0.325
1749039412.9095609188,0.239,0.301,0.270,0.270,0.278,0.319,0.319,0.323
1749039413.0097150803,0.244,0.309,0.277,0.277,0.270,0.316,0.316,0.319
1749039413.1098649502,0.260,0.329,0.295,0.295,0.277,0.316,0.316,0.316
1749039413.2101120949,0.238,0.302,0.270,0.270,0.295,0.314,0.314,0.316
1749039413.3103818893,0.234,0.293,0.264,0.264,0.270,0.310,0.310,0.314
1749039413.4106590748,0.245,0.305,0.275,0.275,0.264,0.308,0.308,0.310
1749039413.5108311176,0.232,0.285,0.258,0.258,0.275,0.304,0.304,0.308
1749039413.6110579967,0.241,0.291,0.266,0.266,0.258,0.302,0.302,0.304
1749039413.7112839222,0.241,0.287,0.264,0.264,0.266,0.300,0.300,0.302
1749039413.8114850521,0.239,0.283,0.261,0.261,0.264,0.297,0.297,0.300
1749039413.9117300510,0.230,0.270,0.250,0.250,0.261,0.294,0.294,0.297
1749039414.0119569302,0.218,0.253,0.235,0.235,0.250,0.288,0.288,0.294
1749039414.1121509075,0.243,0.277,0.260,0.260,0.235,0.286,0.286,0.288
1749039414.2124140263,0.195,0.218,0.206,0.206,0.260,0.278,0.278,0.286
1749039414.3126530647,0.227,0.248,0.237,0.237,0.206,0.273,0.273,0.278
1749039414.4128899574,0.214,0.229,0.221,0.221,0.237,0.268,0.268,0.273
1749039414.5130670071,0.218,0.228,0.223,0.223,0.221,0.263,0.263,0.268
1749039414.6132500172,0.207,0.212,0.209,0.209,0.223,0.257,0.257,0.263
1749039414.7134490013,0.184,0.184,0.184,0.184,0.209,0.248,0.248,0.257
1749039414.8136439323,0.206,0.201,0.203,0.203,0.184,0.242,0.242,0.248
1749039414.9138729572,0.194,0.186,0.190,0.190,0.203,0.236,0.236,0.242
1749039415.0140628815,0.184,0.173,0.178,0.178,0.190,0.228,0.228,0.236
1749039415.1142749786,0.195,0.179,0.187,0.187,0.178,0.223,0.223,0.228
1749039415.2145290375,0.172,0.155,0.164,0.164,0.187,0.216,0.216,0.223
1749039415.3147189617,0.192,0.170,0.181,0.181,0.164,0.211,0.211,0.216
1749039415.4148850441,0.192,0.161,0.176,0.176,0.181,0.207,0.207,0.211
1749039415.5151140690,0.194,0.161,0.177,0.177,0.176,0.205,0.205,0.207
1749039415.6153368950,0.218,0.178,0.198,0.198,0.177,0.205,0.205,0.205
1749039415.7155330181,0.206,0.167,0.187,0.187,0.198,0.206,0.206,0.205
1749039415.8157610893,0.214,0.171,0.192,0.192,0.187,0.207,0.207,0.206
1749039415.9159901142,0.210,0.167,0.188,0.188,0.192,0.207,0.207,0.207
1749039416.0162479877,0.219,0.172,0.196,0.196,0.188,0.209,0.209,0.207
1749039416.1165540218,0.224,0.176,0.200,0.200,0.196,0.211,0.211,0.209
1749039416.2167940140,0.223,0.175,0.199,0.199,0.200,0.213,0.213,0.211
1749039416.3169999123,0.214,0.167,0.190,0.190,0.199,0.213,0.213,0.213
1749039416.4172189236,0.222,0.173,0.197,0.197,0.190,0.214,0.214,0.213
1749039416.5174670219,0.176,0.137,0.156,0.156,0.197,0.209,0.209,0.214
1749039416.6176700592,0.224,0.175,0.200,0.200,0.156,0.208,0.208,0.209
1749039416.7178609371,0.216,0.168,0.192,0.192,0.200,0.209,0.209,0.208
1749039416.8180389404,0.274,0.213,0.244,0.244,0.192,0.217,0.217,0.209
1749039416.9181919098,0.255,0.198,0.226,0.226,0.244,0.225,0.225,0.217
1749039417.0183858871,0.238,0.184,0.211,0.211,0.226,0.228,0.228,0.225
1749039417.1185688972,0.202,0.157,0.180,0.180,0.211,0.225,0.225,0.228
1749039417.2188050747,0.208,0.161,0.185,0.185,0.180,0.221,0.221,0.225
1749039417.3190019131,0.210,0.164,0.187,0.187,0.185,0.218,0.218,0.221
1749039417.4191989899,0.186,0.145,0.166,0.166,0.187,0.213,0.213,0.218
1749039417.5194180012,0.163,0.129,0.146,0.146,0.166,0.204,0.204,0.213
1749039417.6197021008,0.154,0.122,0.138,0.138,0.146,0.194,0.194,0.204
1749039417.7199020386,0.181,0.143,0.162,0.162,0.138,0.189,0.189,0.194
1749039417.8200631142,0.158,0.125,0.142,0.142,0.162,0.183,0.183,0.189
1749039417.9202780724,0.260,0.205,0.232,0.232,0.142,0.190,0.190,0.183
1749039418.0204861164,0.190,0.148,0.169,0.169,0.232,0.194,0.194,0.190
1749039418.1206400394,0.283,0.217,0.250,0.250,0.169,0.204,0.204,0.194
1749039418.2207920551,0.206,0.156,0.181,0.181,0.250,0.208,0.208,0.204
1749039418.3209979534,0.037,0.029,0.033,0.033,0.181,0.186,0.186,0.208
1749039418.4212050438,0.279,0.213,0.246,0.246,0.033,0.188,0.188,0.186
