Time,Angle,Distance,Robot_X,Robot_Y,Robot_Heading_deg,Centroid_X,Centroid_Y,ClusterSize,Velocity_cmd
1749039064.1563689709,-1.80,0.365,0.000,0.000,0.00,0.365,-0.011,111,0.400
1749039064.2565529346,-1.80,0.365,0.000,0.000,0.00,0.364,-0.011,111,0.000
1749039064.3566970825,-1.80,0.365,0.004,0.000,-0.29,0.369,-0.013,111,0.159
1749039064.4569029808,-1.80,0.364,0.024,0.000,-0.06,0.388,-0.012,112,0.084
1749039064.5571300983,-1.80,0.365,0.043,0.000,0.63,0.408,-0.007,118,0.121
1749039064.6573040485,-1.80,0.366,0.056,0.000,0.46,0.421,-0.009,124,0.099
1749039064.7575340271,-1.80,0.352,0.064,0.000,0.40,0.416,-0.009,128,0.012
1749039064.8577170372,-1.98,0.338,0.072,0.000,0.29,0.410,-0.010,130,0.035
1749039064.9579329491,-2.34,0.319,0.083,0.000,0.11,0.402,-0.012,134,0.000
1749039065.0581490993,-1.62,0.308,0.087,0.000,0.06,0.394,-0.008,137,0.037
1749039065.1583600044,-1.26,0.301,0.087,0.000,0.06,0.388,-0.006,138,0.032
1749039065.2585439682,-0.90,0.291,0.087,0.000,0.06,0.378,-0.004,138,0.000
1749039065.3587419987,-0.90,0.282,0.089,0.000,0.11,0.371,-0.004,138,0.006
1749039065.4589040279,-0.36,0.280,0.093,0.000,0.06,0.373,-0.001,139,0.033
1749039065.5590999126,-0.42,0.274,0.094,0.000,0.06,0.368,-0.002,-1,0.033
1749039065.5591170788,-0.54,0.280,0.094,0.000,0.06,0.374,-0.002,-1,0.035
1749039065.6592850685,-0.42,0.274,0.094,0.000,0.11,0.368,-0.001,-1,0.035
1749039065.6593060493,-0.54,0.281,0.094,0.000,0.11,0.375,-0.002,-1,0.029
1749039065.7595140934,-0.36,0.274,0.096,0.000,0.11,0.370,-0.001,-1,0.029
1749039065.7595369816,-0.54,0.278,0.096,0.000,0.11,0.374,-0.002,-1,0.013
1749039065.8597409725,-0.47,0.274,0.100,0.000,0.23,0.374,-0.001,-1,0.013
1749039065.8597629070,-0.36,0.274,0.100,0.000,0.23,0.374,-0.001,-1,0.005
1749039065.9599549770,-0.36,0.274,0.104,0.000,0.23,0.378,-0.001,-1,0.005
1749039065.9599781036,-0.42,0.274,0.104,0.000,0.23,0.378,-0.001,-1,0.032
1749039066.0602469444,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.0991029739,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.2016520500,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.3042490482,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.3966710567,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.4990360737,-1.00,-1.000,0.000,0.000,0.00,0.000,0.000,-1,0.000
1749039066.6013860703,-0.42,0.274,0.121,0.001,0.11,0.395,-0.000,139,0.019
1749039066.7016439438,-0.36,0.274,0.124,0.001,0.11,0.398,-0.000,133,0.024
1749039066.8018391132,-0.47,0.274,0.126,0.001,0.11,0.400,-0.001,127,0.022
1749039066.9020390511,-0.36,0.274,0.128,0.001,0.11,0.402,-0.000,120,0.022
1749039067.0021979809,0.00,0.277,0.130,0.001,0.11,0.407,0.002,115,0.039
1749039067.1024041176,0.36,0.291,0.133,0.001,0.06,0.424,0.003,111,0.114
